index,count_matched,matched_0,matched_1,matched_2,matched_3,matched_4,matched_5,matched_6,matched_7,matched_8,matched_9,matched_10,matched_11,matched_12,matched_13,matched_14,matched_15,matched_16,matched_17,matched_18,matched_19,matched_20,matched_21,matched_22,matched_23,matched_24,matched_25,matched_26,matched_27,matched_28,matched_29,matched_30,matched_31,matched_32,matched_33,matched_34,matched_35,matched_36,matched_37,matched_38,matched_39,matched_40,matched_41,matched_42,matched_43,matched_44,matched_45,adjacent_0,adjacent_1,adjacent_2,adjacent_3,adjacent_4,adjacent_5,belong_0,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_11,belong_12,belong_13,belong_14,belong_15,belong_16,belong_17,belong_18,belong_19,belong_20,belong_21,belong_22,belong_23,belong_24,belong_25,belong_26,belong_27,belong_28,belong_29,belong_30,belong_31,belong_32
w100900834,1.0,DEBY_LOD2_4955740_346264f3-f1d6-4ce4-9030-0285a79a2cea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240326565,2.0,DEBY_LOD2_4956641_355d66a6-96cc-4eda-980b-91757da7fa37,DEBY_LOD2_21470213_a91f34bd-312c-40b5-91b2-09787b99d82b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235176,2.0,DEBY_LOD2_4956654_912bdd53-28ec-40b0-8716-ff2703cf64a8_2,DEBY_LOD2_4955758_f53e7177-82c9-4053-8c8c-7c56c1bdfb0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900844,1.0,DEBY_LOD2_4955757_9e374ca4-ef30-435f-b0c3-83c798349251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900838,1.0,DEBY_LOD2_4955759_5da27857-5b73-4be6-88f3-3ff1d630fba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900839,1.0,DEBY_LOD2_4955454_c70c08ac-737b-4ef8-99ea-41d84d59846c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900866,1.0,DEBY_LOD2_4955756_a0e10814-9201-4324-83f7-4a5b0cc53254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956651_c2f27b57-9aba-412c-b6e4-ecdac87b6dce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900846,1.0,DEBY_LOD2_4955750_8af57cbb-6d84-4d6a-b50c-f53be7072ee7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900899,1.0,DEBY_LOD2_4955749_1ccba870-779e-474c-aedf-f4d364b6b2e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900863,1.0,DEBY_LOD2_4955751_74679f9f-7c8a-4ab0-a0b9-94385865811c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900847,1.0,DEBY_LOD2_4955424_ed209abe-7072-4f5d-92e1-c1f6bd04776f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956461_5aa96506-a2e6-475c-8175-674faba9dcff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900856,1.0,DEBY_LOD2_4955448_bce536be-edae-4b23-888d-ac05ecc2fbaa_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240326567,1.0,DEBY_LOD2_4956474_bd5423ed-62b1-4c7c-bb4d-5f6697cc8d6b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900850,1.0,DEBY_LOD2_4955446_21e76809-1529-4d7f-9eba-914b3a11ef0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900855,2.0,DEBY_LOD2_4955421_91b64dff-9fe6-4965-a9e2-6f1c457e3480,DEBY_LOD2_4955422_248ec1ff-feb5-4acd-b841-e8cc6d8f979b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956461_5aa96506-a2e6-475c-8175-674faba9dcff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900851,1.0,DEBY_LOD2_4955399_269154a8-a234-4a57-a0d3-e5ed7a5e8d66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w239926326,1.0,DEBY_LOD2_21470207_5f95d684-6ddb-4fb8-8bf9-6760cbb877d2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900876,1.0,DEBY_LOD2_4955431_893cf61a-caed-4964-9dee-46b7719f8782_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900852,1.0,DEBY_LOD2_4955427_8474533c-37c9-4d6f-a45b-fc753be1d9c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900862,1.0,DEBY_LOD2_4955452_42d9e655-aaa3-4ab1-8c66-f63d7a646a2c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900853,1.0,DEBY_LOD2_4955473_36cacdbd-1960-45dd-9c69-eec1861308a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900889,1.0,DEBY_LOD2_4955449_3767256a-5732-4aca-9f76-5d7e640d1e19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900857,1.0,DEBY_LOD2_4955739_47ac695b-9a5b-405f-be93-3397ee785997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900858,1.0,DEBY_LOD2_4955487_cd2bd76e-4179-4a19-a769-f2e2e67a4f2d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900872,1.0,DEBY_LOD2_4955444_985c9386-330c-4672-8d85-eff2ce511f0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108574681,1.0,DEBY_LOD2_4956503_7fcfa006-151d-4576-bf85-4e0fb8be0326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900905,1.0,DEBY_LOD2_4955484_6d61adba-18ca-41e9-807a-fb2a311d3d07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240326556,1.0,DEBY_LOD2_4956502_891ac102-99e9-452a-b366-2532a1c10344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900859,1.0,DEBY_LOD2_4955482_f7911aa6-2198-4d9f-9e40-5a810d92ac76_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900868,1.0,DEBY_LOD2_4955401_7ff0475b-c3b6-4ba4-b26f-c58d16af161e_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235209,1.0,DEBY_LOD2_4955401_7ff0475b-c3b6-4ba4-b26f-c58d16af161e_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235136,4.0,DEBY_LOD2_4955405_30297658-2b5b-4677-a01d-c9d7f0a9258f_2,DEBY_LOD2_4955407_df1ab766-ae8e-4c40-ba48-5bca36219be4,DEBY_LOD2_67316_e2802e4a-b320-4e30-a2c5-00845251cb03,DEBY_LOD2_4955406_e8103af6-8a49-4318-8608-8ac1b20b9870_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956440_8f524378-5c33-4ef7-b540-654b8866ac2c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235132,2.0,DEBY_LOD2_4955403_90b1766b-9115-4fab-8cc5-50dfef494b6d_2,DEBY_LOD2_21470211_6ec55b4b-1447-4dcc-a8f7-a54c30eb6304_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956440_8f524378-5c33-4ef7-b540-654b8866ac2c_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240286254,4.0,DEBY_LOD2_4955455_44471f84-5662-4544-a799-a37c4ccf0956_2,DEBY_LOD2_4956483_ac1d9f62-a596-4628-9023-df9488e7b197_2,DEBY_LOD2_4955469_c8d12be4-3042-4702-9750-5b726eeddb63,DEBY_LOD2_4956482_99b8aa3e-c6e1-49cd-a4f9-4a9d954ed4cb_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900864,1.0,DEBY_LOD2_4955456_051c66bf-9de7-4337-ad67-b2529fd01ee4_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108235110,1.0,DEBY_LOD2_4956639_3a6f0455-3720-4c9b-8355-ee88a351b1c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900865,1.0,DEBY_LOD2_4955735_c82d25b5-686c-4448-b720-b57535f8d280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900873,1.0,DEBY_LOD2_4955755_e62f8b9b-5fd6-4904-9bf5-8a92552dc079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956650_77cc18be-e6b9-4cd2-b4f6-8cbdd847094f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900869,1.0,DEBY_LOD2_4955457_b5697fb6-25b5-4bcd-9ef1-3674ff7115fa_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900909,1.0,DEBY_LOD2_4955754_395e0658-9640-408f-b813-01485876acf8_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956650_77cc18be-e6b9-4cd2-b4f6-8cbdd847094f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900898,1.0,DEBY_LOD2_4955744_82f3d761-b3c6-4974-8fae-a9bfd037ff05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900875,1.0,DEBY_LOD2_4955742_d0a99c26-7952-48da-b442-8254d28adc82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900882,1.0,DEBY_LOD2_4955430_840a6276-5ab7-435b-9bbe-d6efb7872482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w233909167,1.0,DEBY_LOD2_4955760_38687241-6ec4-4a40-8c00-0783bd09f8b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900878,1.0,DEBY_LOD2_4955734_54a2c81f-0458-459c-bb2d-24e6be16af53_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900879,1.0,DEBY_LOD2_4955432_b7e568fb-b13a-4a23-98c7-c37583a48652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900884,1.0,DEBY_LOD2_4955481_05bdf3cd-6a32-444b-ad01-e98287bed87c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900886,1.0,DEBY_LOD2_4955433_7574f501-fce0-40a7-9c72-a82e3397f731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w108574620,1.0,DEBY_LOD2_4955451_a871dc75-b976-4b1a-872f-f6264a58e72f_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956478_3ec2be33-3457-4342-b7ba-1ffad16eec3a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240326559,2.0,DEBY_LOD2_4956477_fcbde3b9-b3d9-42f0-b0d0-56c2ea150c33,DEBY_LOD2_4955450_9966d6ce-6f39-4185-abca-48045a3f6566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956478_3ec2be33-3457-4342-b7ba-1ffad16eec3a_2,DEBY_LOD2_4956476_e093b4a9-3202-4288-a94f-4da9c87c8949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900904,1.0,DEBY_LOD2_4955738_3931bb68-ae8a-40ac-93e1-ef0fda7797e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900891,1.0,DEBY_LOD2_4955736_7897aca3-e4a7-4aad-a0c0-8ecaf5c66a44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900892,1.0,DEBY_LOD2_4955753_342a65a4-1259-4953-86bc-958791e4fdee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900893,1.0,DEBY_LOD2_4955748_44a81fb2-b737-4459-b5f9-8956562a1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900895,1.0,DEBY_LOD2_4955762_215c32a2-90a9-4797-bcd4-a14a9ec8db93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900902,1.0,DEBY_LOD2_4955763_93104ee9-507a-43a0-8960-6aeb855d9e82_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900896,1.0,DEBY_LOD2_4955486_bdac4222-1947-4370-af9d-4932f265a353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900906,1.0,DEBY_LOD2_4955747_210dba36-4660-4260-a36d-d0c1d8e98a1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900908,1.0,DEBY_LOD2_67335_ee8f3a9f-d5a9-4ad1-8050-44cffe0a161c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900900,1.0,DEBY_LOD2_4955761_da69e306-fa85-4a05-8f81-efc91e4b8f70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w100900903,1.0,DEBY_LOD2_4955752_fab5b119-f0c2-4853-81e6-c4ebf3dc09c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101312161,3.0,DEBY_LOD2_107806594_66fce01a-c869-4f20-b3dd-f919d1212fc6_2,DEBY_LOD2_4907452_39fc8695-d4ba-445d-895b-bde2dad6f3f5_2,DEBY_LOD2_107806592_17a7157b-60a6-4af6-a67b-fb9eba3b8c60_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4907431_b4b72f2d-90eb-4e91-af8e-f4f8c577edd9_2,DEBY_LOD2_107806593_27516eda-80da-4e22-a3fc-52a293ba2cd2_2,DEBY_LOD2_107806590_17709d44-a98a-462d-a3bd-8cdb41ca137c_2,DEBY_LOD2_107806595_76b0c24a-fa31-456a-a4e6-7bd46a5617d7_2,DEBY_LOD2_4907451_384e0ead-e087-42b8-9e04-8abf0d5dc732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116940842,2.0,DEBY_LOD2_4907449_1f6dafab-467a-4418-9924-5ac46dd5595b,DEBY_LOD2_4907448_28d31d61-a4e5-4a00-aceb-203ecd67e65e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4907431_b4b72f2d-90eb-4e91-af8e-f4f8c577edd9_2,DEBY_LOD2_4907430_eb8cbe4d-b8b4-48d9-a4da-5ff46f76cd9d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601431,1.0,DEBY_LOD2_4955866_298677d1-9a93-4d8a-83ff-804e5eacade2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378645,1.0,DEBY_LOD2_4956701_2c8ac3fb-986e-40cf-bf57-3bb102921650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601381,1.0,DEBY_LOD2_4955868_4031ea4e-0f2a-43f8-81f6-819a1c743674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601401,1.0,DEBY_LOD2_4955880_b92ef6cb-1ff3-4dae-86a4-b802cd51cc95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601385,1.0,DEBY_LOD2_4956700_973b19cf-1b49-4b03-9365-c25ed9364dd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601524,1.0,DEBY_LOD2_4955878_a5525827-10e6-4a75-8eb7-0d6a3e2c7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601405,1.0,DEBY_LOD2_4955872_f37e3400-934e-4ae9-aa9f-f30df388d732_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w144052035,1.0,DEBY_LOD2_4955871_a4b48a37-db92-40f9-9481-c10f197ff4e3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601412,1.0,DEBY_LOD2_4955874_c4a59026-fa53-44e8-8e41-295744a35b98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378643,1.0,DEBY_LOD2_4956698_45012573-3faa-48ae-966d-5ff25440a106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601413,1.0,DEBY_LOD2_4955864_e6a76fb5-4b5a-41da-a80c-4f5c75b4eb57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378635,1.0,DEBY_LOD2_67341_46c50c28-08ce-4f7e-9592-23a980019ec6_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601417,1.0,DEBY_LOD2_4955873_1bae775b-7a02-4b6b-a700-849314db473f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601423,2.0,DEBY_LOD2_4955875_9f735e2e-fa3e-4a46-96c0-37a54777f18b,DEBY_LOD2_104582527_ced306b9-609d-478b-aa74-b43115a02071_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601455,1.0,DEBY_LOD2_4955821_6bece017-190f-4e1a-b5a5-17df1765b4aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601428,1.0,DEBY_LOD2_4955822_a309a98d-710f-42ec-9386-45f9466b781a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w240378640,1.0,DEBY_LOD2_4956706_9466fa1b-8b17-4362-bf28-4ecd94d32052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601445,1.0,DEBY_LOD2_4955877_5b074499-3367-4cea-99e3-1b38503e0e6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956705_9af0c9ee-8b4f-4420-97c8-1c899436fb41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601451,1.0,DEBY_LOD2_4955867_d0156022-fbb7-4cff-8ed5-0b8d2fc42b3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w144052032,1.0,DEBY_LOD2_4955865_fd6feb35-1036-40f9-8514-b49fffdce7a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601452,2.0,DEBY_LOD2_4956703_27ea1051-15ff-4042-8383-ecfc7af2a3d7_2,DEBY_LOD2_4956702_04010ff7-415f-4f1b-95c0-b6f85731a16f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601528,1.0,DEBY_LOD2_67343_7d29556f-b900-4010-8666-60e3dea02890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601500,1.0,DEBY_LOD2_4955862_c413f974-ead3-4886-b983-84a5b238dbb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601475,1.0,DEBY_LOD2_4955861_972c4f4d-efb6-4de2-9dfd-c104fb0ee432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601476,1.0,DEBY_LOD2_4955879_6fa644f1-0afd-4a1e-8ac2-8c75fe4a8a22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w101601532,1.0,DEBY_LOD2_4955876_25fc236b-c06f-44b4-ac4a-8552a3d7d21e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956705_9af0c9ee-8b4f-4420-97c8-1c899436fb41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
