index,count_matched,matched_0,matched_1,matched_2,matched_3,matched_4,matched_5,matched_6,matched_7,matched_8,matched_9,matched_10,matched_11,matched_12,matched_13,matched_14,matched_15,matched_16,matched_17,matched_18,matched_19,matched_20,matched_21,matched_22,matched_23,matched_24,matched_25,matched_26,matched_27,matched_28,matched_29,matched_30,matched_31,matched_32,matched_33,matched_34,matched_35,matched_36,matched_37,matched_38,matched_39,matched_40,matched_41,matched_42,matched_43,matched_44,matched_45,adjacent_0,adjacent_1,adjacent_2,adjacent_3,adjacent_4,adjacent_5,belong_0,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_11,belong_12,belong_13,belong_14,belong_15,belong_16,belong_17,belong_18,belong_19,belong_20,belong_21,belong_22,belong_23,belong_24,belong_25,belong_26,belong_27,belong_28,belong_29,belong_30,belong_31,belong_32
w37681986,1.0,DEBY_LOD2_4954854_3b779b93-8021-49ec-a344-10330a4f74bd_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91268688,3.0,DEBY_LOD2_4956933_354f893b-651e-4d75-936d-09598e96aa06_2,DEBY_LOD2_4956937_d73ef997-05fc-46f9-b8ed-bdfa46baceb5,DEBY_LOD2_4956935_4034db87-6bda-4b49-adb9-63f454accd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4956943_5ff57b81-f856-4c8b-bbb9-c5c7ab90d8f5_2,DEBY_LOD2_4956934_bdc538b3-6a28-438e-b132-05fae0200e7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40036557,3.0,DEBY_LOD2_4906192_1f1a3feb-c6bf-4ba0-9329-1bed2f9ee3c8,DEBY_LOD2_4906194_141b6b58-63ae-4764-959f-ce4bd12f2c96,DEBY_LOD2_4906196_b28cc875-58ca-4ed0-ba2a-6eacae7b27b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908409,1.0,DEBY_LOD2_4906869_b21aa551-ed73-4007-9eab-07add3ba3bbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w456633596,3.0,DEBY_LOD2_4906198_d4ae105b-7490-42fd-a674-e2d39cd2bdef,DEBY_LOD2_4906201_069018b8-fcf6-4a55-aae9-9e0410d7bc5e,DEBY_LOD2_4906874_fabcb637-0f4e-41aa-ad33-586bfd6f63bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40102141,1.0,DEBY_LOD2_4906197_a871336f-fe69-41aa-a6d1-4a4a0bf7fb03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906871_a83e2c7d-c077-405b-b831-9c1c72d65179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40102143,2.0,DEBY_LOD2_60198_dda866e0-6a39-41cd-9524-fb03d49c9342,DEBY_LOD2_23586112_349043ba-ccc9-463a-a140-a92b0f8c1a60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w456633594,2.0,DEBY_LOD2_4906204_2b4b6ab7-9be7-40ab-b860-d42d43a38d14_2,DEBY_LOD2_4906206_04caa3e6-f197-4e9f-9cc1-5ff8d5c6cd71_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40103849,2.0,DEBY_LOD2_4906609_4e6b3ffd-6348-47d9-aee4-53a009084d25,DEBY_LOD2_4906577_0ce3fbea-ab08-440a-ab50-e914afbed5c2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40103852,1.0,DEBY_LOD2_4906610_572a8f6c-03ef-4b25-8e7a-302bc7694318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40151560,8.0,DEBY_LOD2_4903953_c58355a9-397c-451c-a95a-6c9d02de0304,DEBY_LOD2_4903959_dffb117e-3bf4-46b8-b498-bb4de9d50da0,DEBY_LOD2_4903952_b3905d5d-81b1-452d-8669-5f1721311f37,DEBY_LOD2_4903958_0a56b9a2-08ad-46a8-8930-dce63e9c5970,DEBY_LOD2_4903954_c9f45070-d24d-478c-817d-16bcb01bd4e8,DEBY_LOD2_4903956_be351dc8-fc58-448e-ad70-b84a50180994_2,DEBY_LOD2_4903955_93f64cab-2185-43de-8a81-64c0eb0e4c5c_2,DEBY_LOD2_4903957_c508616b-fab9-4e6d-b2ba-7eca97ad521f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904946_7a958e63-97bb-4f29-9a23-164aa20a1c96,DEBY_LOD2_4904956_069fe9b4-d610-45f7-942e-31b315f97b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908417,1.0,DEBY_LOD2_4903963_ccb69397-1f8c-450b-ab7e-5ca4a16a5d62_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w91908398,1.0,DEBY_LOD2_4903961_64f39e61-d43a-4d25-8fcb-002d1a37b670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40151561,1.0,DEBY_LOD2_4906523_fa154282-c571-486e-8432-cacf1e902e48_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40151569,3.0,DEBY_LOD2_4906578_b48fcf0e-edc9-4111-83ae-d97ab792a09b,DEBY_LOD2_4906579_bf81a11f-a0e2-490e-97da-80ddadea9900_2,DEBY_LOD2_4906611_0cb95330-73e2-4176-b530-f82c543ca181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w40151571,1.0,DEBY_LOD2_4906576_15721a20-e29c-45c1-957f-545dc586468d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w87406553,2.0,DEBY_LOD2_4904060_d0c76b47-d5ec-4b50-be57-1c1c1b36d395_2,DEBY_LOD2_4904061_42b44fa9-08e1-4a11-b663-7fe2bf98dbc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w41712144,1.0,DEBY_LOD2_4904053_0ae0723e-e9b4-44aa-89db-326362cdf993_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904993_eaa6f9af-419f-4837-8d78-ed25aa1269a9_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w41712143,1.0,DEBY_LOD2_4904057_1a09ee1c-9069-4420-a892-591b0721d0bb_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904058_a89d5a82-8bc6-4296-b0c5-add25a087135_2,DEBY_LOD2_4904991_32377d19-6348-41ed-b971-0a6eda6aa73c_2,DEBY_LOD2_4904992_28fb2746-8e4f-4718-9d7a-4f759fc6ab6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w42404640,4.0,DEBY_LOD2_4905400_2ecaa7c7-592d-4801-ac4f-6f8aa278a903,DEBY_LOD2_4905398_962a48de-848e-458b-be1a-eee943cd0f85,DEBY_LOD2_4905401_1a770703-0e3c-4a92-bfe3-2210b5415424_2,DEBY_LOD2_4905396_6d8d73b0-2386-4551-b8f9-37d9255557fe_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w273262451,2.0,DEBY_LOD2_4905399_04bca861-a080-47eb-abe6-a03f35d0f8b0,DEBY_LOD2_4905409_a4ee9690-e691-4ce3-83d6-32572acad73d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116642243,2.0,DEBY_LOD2_4905395_2e7ab84f-06df-4678-9ace-96ec442ea66e,DEBY_LOD2_4905393_fee917d4-e610-4831-8da9-16defa58cb85_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w274241891,1.0,DEBY_LOD2_4905394_8764362c-4600-4249-a482-a022b5a12223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w273262450,1.0,DEBY_LOD2_4905402_fb054978-897c-4097-b843-e3c7f69a8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w273262449,1.0,DEBY_LOD2_4905397_975ef634-ec18-4248-8acd-c5145b36ba29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w333652751,1.0,DEBY_LOD2_4959791_1888f0ef-a178-49de-b1e3-21c68ea4ffca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040837,1.0,DEBY_LOD2_4959469_b8d62791-54de-4a6e-895e-08b09c78cea1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040840,1.0,DEBY_LOD2_4907547_cad3956a-ffba-470b-8a26-5af15aff8f22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w325464213,1.0,DEBY_LOD2_4908361_2ed55fec-a4a5-4e81-bdf7-22b44acc8334_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040844,1.0,DEBY_LOD2_4907527_82ccc26d-c446-4924-9f12-ff724c5e1af0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4908360_5e5a7c78-0768-4b2e-b200-9ff54de9e9a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w325464214,1.0,DEBY_LOD2_4908363_3384b0c2-ce1b-43d0-a77c-25f88b574400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040845,1.0,DEBY_LOD2_4907528_7d45963c-cb6d-45c3-9a32-e3352569b4d3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040851,1.0,DEBY_LOD2_23586090_0465aa0b-c214-4965-a421-cf50f991d4ea_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w346311422,1.0,DEBY_LOD2_4959483_739b3028-df36-4999-8328-b68200ac24e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040855,1.0,DEBY_LOD2_4959480_b6109910-99c1-41cd-8063-2435d1040f05_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040864,1.0,DEBY_LOD2_4959480_b6109910-99c1-41cd-8063-2435d1040f05_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w239015980,1.0,DEBY_LOD2_4959480_b6109910-99c1-41cd-8063-2435d1040f05_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040856,1.0,DEBY_LOD2_107802747_136e973e-0f39-4c4a-b4fb-de757166f768_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_107802748_fd061fa7-53d3-4cef-a786-c8c1f48c43d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040859,1.0,DEBY_LOD2_4959408_1b815511-ccc7-4231-b258-3a4f36fb2610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040860,1.0,DEBY_LOD2_4959406_7cbe5d18-6177-4b48-afd9-bffabfcf5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364585_f4bda409-2017-4a5c-900c-698fb226d7ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w241324054,1.0,DEBY_LOD2_4959421_e206ca6c-4f72-40b1-aa40-e6179e0374a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w83612909,1.0,DEBY_LOD2_4959442_2e39b880-6cb0-4dfa-9131-e0ce7cd21796_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040861,1.0,DEBY_LOD2_4959420_29233791-ca69-40eb-bbef-40861e5db7af_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w273063149,1.0,DEBY_LOD2_4959445_7afa5195-0724-40b8-8713-df40cddeb721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040862,1.0,DEBY_LOD2_4959444_bbfcbcaa-4da9-4735-b427-7e82f05a355c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040863,1.0,DEBY_LOD2_4959422_299bd503-364e-41b9-8819-c61f3f7cc8f9_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364579_d7865bbc-dc6a-4bcd-890e-c98a6043cacb,DEBY_LOD2_104574434_8a1a25f4-da8e-4aa4-b010-862e1e1152c3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w172805778,1.0,DEBY_LOD2_4959422_299bd503-364e-41b9-8819-c61f3f7cc8f9_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364579_d7865bbc-dc6a-4bcd-890e-c98a6043cacb,DEBY_LOD2_104574434_8a1a25f4-da8e-4aa4-b010-862e1e1152c3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w172805779,4.0,DEBY_LOD2_4959423_965b8cb9-a5c3-47ff-8d9f-c581bb8f92e6_2,DEBY_LOD2_4959427_d2305b22-c00c-49fa-9809-586e724f84e3,DEBY_LOD2_4959426_6fd0b604-98aa-46d6-b1da-07867659b4d9_2,DEBY_LOD2_4959425_679d802b-6ebb-4da2-acbf-98d3503778c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w241324039,2.0,DEBY_LOD2_4959429_f8f69718-62d3-446b-acdf-bf11391cb5e6_2,DEBY_LOD2_4959430_ca2da7a4-5f97-434e-9ddb-aed78d5625cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040865,1.0,DEBY_LOD2_4959407_79bb5146-4fa8-4054-bed2-3e931adde8c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_42364585_f4bda409-2017-4a5c-900c-698fb226d7ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040867,1.0,DEBY_LOD2_4957196_dd1506a2-b03b-4441-b613-53bafaecd4ca_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_107806082_729ad23d-22ca-42ad-bdd0-fa3925dbb475_2,DEBY_LOD2_107806080_f590c86e-17f9-425f-84fa-2f17d38ce1f9_2,DEBY_LOD2_4957192_843c7678-711c-482e-aa67-f5d40f808be9,DEBY_LOD2_4957195_35697cec-c9f2-4a58-a1d5-386b6f01ea75,DEBY_LOD2_4957197_1719aef6-2d47-42a5-a91f-8219a1cae0da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w144309430,3.0,DEBY_LOD2_4957191_534a6171-7878-4414-9271-c4f2a3664851_2,DEBY_LOD2_4957194_93757bd1-182c-4dbc-a627-fa24b459e2ea_2,DEBY_LOD2_4957193_de680bfd-c3e6-4d2c-9951-4e1a38810419_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_107806081_beff6a9d-390b-4ff2-8f36-90bde237de43_2,DEBY_LOD2_4957192_843c7678-711c-482e-aa67-f5d40f808be9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040868,3.0,DEBY_LOD2_4959439_c627b1bd-72af-425c-8272-8cb6b3d01e74,DEBY_LOD2_4959478_32b9acf8-5a1b-4823-97cb-11772c343a99,DEBY_LOD2_4959438_c8cc0536-c220-4d57-8e0f-8b6541c221bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43040874,1.0,DEBY_LOD2_4959784_ca3fe0b0-c404-4465-b817-2815761a5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w45420701,1.0,DEBY_LOD2_60546_a77c2914-db90-45be-9942-1a25889e16bc_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4904955_5da3c384-e394-4c1c-9b63-750f5045a51c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46419568,1.0,DEBY_LOD2_4907933_a8fc0b60-f007-4c42-b071-d5bcecc08a7f_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46419569,1.0,DEBY_LOD2_4907932_ee2e4e73-c822-45ff-88cb-1158e6a7f87c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4908513_d0fd2fc3-d3b0-47cf-8672-96351806ccd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46419571,3.0,DEBY_LOD2_4908015_9c1d07a4-fc1a-416d-b399-29915cbe454a,DEBY_LOD2_4908013_cf6462eb-9081-4247-a1e3-9e68b3af9193,DEBY_LOD2_4908014_9b9f8206-853a-4b4d-a215-7e0573364dab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46419572,1.0,DEBY_LOD2_4905710_91e9557b-3b60-4e8a-9633-5a9d09128b00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906682_9b3b72b6-bb8c-4433-8a50-536db3622987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46419573,2.0,DEBY_LOD2_4905708_74d21177-e138-4aa8-8d65-dade899b8b21_2,DEBY_LOD2_4905709_7d60f22a-eb53-4065-8771-0f22f38387bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116940765,2.0,DEBY_LOD2_4906681_597f36f8-36df-4515-b09f-61f7d308b4f3,DEBY_LOD2_4908528_2d1c3e85-be52-45fd-b480-7b60b9ceab66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906682_9b3b72b6-bb8c-4433-8a50-536db3622987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46511745,3.0,DEBY_LOD2_4958357_f28cd841-85e8-48af-93e6-8b622eb7c34f,DEBY_LOD2_4957647_27827c9d-3e40-4d9b-856b-4391ff797184,DEBY_LOD2_4957648_f8d93c6d-288e-4946-9e09-dc71c7fffe5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46511746,3.0,DEBY_LOD2_4957654_7fa5726b-654c-425f-9f68-fb789232ba94,DEBY_LOD2_4957653_a82bae99-8dc2-45d6-8afe-053c4769d711,DEBY_LOD2_4957652_e2fdcf66-11e5-46b1-aa3d-6c66a3182158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766164,1.0,DEBY_LOD2_4906612_9d49d42a-d8b8-41e4-9e44-eddd11ac42cf_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766165,2.0,DEBY_LOD2_4863019_d4ace562-d20b-4c44-af36-8a1e52d5a5f0_2,DEBY_LOD2_4863018_80683cd8-f0a8-4b31-b548-9aeb8f644e90_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766166,3.0,DEBY_LOD2_4863017_58a731b6-199d-4412-863c-8af1ea4fe92f,DEBY_LOD2_4863286_2e31bd50-a37c-44ba-ad0e-084b15866795_2,DEBY_LOD2_104588776_f99c2476-e1f1-4eae-b8da-8a282d25de38_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4863287_82166578-af13-441c-bb1b-3bdc3059af6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766167,1.0,DEBY_LOD2_4906605_999c66e5-0838-4ff5-81e5-525e54ca4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w94570268,1.0,DEBY_LOD2_4864059_e6e7b85a-d11e-4050-b6a5-0c3d81085ef3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766189,1.0,DEBY_LOD2_4864060_42070ca3-9b3f-463f-8392-babe48e8dfe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766190,1.0,DEBY_LOD2_4863028_68a20e6f-31fb-48e8-86eb-be9a916ca5d0_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46766215,1.0,DEBY_LOD2_4903843_57176d36-549c-49c4-b140-f43a6db577d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w239241458,4.0,DEBY_LOD2_4906542_d874dfd5-f9f2-4491-a17e-55bf6c67a6b3,DEBY_LOD2_4906587_15ede420-5034-4dd9-b2a7-65569a2d7b2a_2,DEBY_LOD2_4906543_7cf2701c-da1a-4013-8cce-b76493d35757,DEBY_LOD2_4863415_0cc8c003-711b-46b0-9902-3b2c63a08bbf_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4906541_51d8d350-835c-4de7-8531-1a85047cb82d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46829480,1.0,DEBY_LOD2_4906588_e9e8daa1-ab89-4116-980b-f80fe4624e09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46861297,1.0,DEBY_LOD2_4907937_f1684cfa-b17c-44d3-9ebf-1c2c9aaf78d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEBY_LOD2_4908514_9dc0c8c9-910e-47b2-a1ae-85c61d9dceb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w79619575,1.0,DEBY_LOD2_4907938_f44320b8-6b9e-45a1-909b-9ebddb31ae1d_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w46964103,3.0,DEBY_LOD2_4957894_604c6a84-5d42-4904-9581-aa7d2a35401a,DEBY_LOD2_4957893_75312954-3e21-4d44-80cf-e2b830437e58,DEBY_LOD2_4957897_28c66a0f-565c-4da9-b4a1-6959edf44f35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
